HistoricCandle(open=Quotation(units=16756, nano=0), high=Quotation(units=16756, nano=0), low=Quotation(units=16756, nano=0), close=Quotation(units=16756, nano=0), volume=4, time=datetime.datetime(2023, 9, 2, 11, 50, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16710, nano=0), high=Quotation(units=16710, nano=0), low=Quotation(units=16710, nano=0), close=Quotation(units=16710, nano=0), volume=3, time=datetime.datetime(2023, 9, 2, 12, 30, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16702, nano=0), high=Quotation(units=16838, nano=0), low=Quotation(units=16702, nano=0), close=Quotation(units=16838, nano=0), volume=4, time=datetime.datetime(2023, 9, 2, 12, 31, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16698, nano=0), high=Quotation(units=16838, nano=0), low=Quotation(units=16698, nano=0), close=Quotation(units=16838, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 12, 42, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16840, nano=0), high=Quotation(units=16840, nano=0), low=Quotation(units=16840, nano=0), close=Quotation(units=16840, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 12, 45, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16702, nano=0), high=Quotation(units=16702, nano=0), low=Quotation(units=16702, nano=0), close=Quotation(units=16702, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 12, 46, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16840, nano=0), high=Quotation(units=16840, nano=0), low=Quotation(units=16840, nano=0), close=Quotation(units=16840, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 12, 49, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16844, nano=0), high=Quotation(units=16846, nano=0), low=Quotation(units=16844, nano=0), close=Quotation(units=16846, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 12, 51, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16708, nano=0), high=Quotation(units=16708, nano=0), low=Quotation(units=16708, nano=0), close=Quotation(units=16708, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 12, 53, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16846, nano=0), high=Quotation(units=16846, nano=0), low=Quotation(units=16846, nano=0), close=Quotation(units=16846, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 2, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16850, nano=0), high=Quotation(units=16850, nano=0), low=Quotation(units=16850, nano=0), close=Quotation(units=16850, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 3, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16866, nano=0), high=Quotation(units=16866, nano=0), low=Quotation(units=16866, nano=0), close=Quotation(units=16866, nano=0), volume=10, time=datetime.datetime(2023, 9, 2, 13, 5, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16886, nano=0), high=Quotation(units=16886, nano=0), low=Quotation(units=16886, nano=0), close=Quotation(units=16886, nano=0), volume=3, time=datetime.datetime(2023, 9, 2, 13, 11, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16748, nano=0), high=Quotation(units=16748, nano=0), low=Quotation(units=16748, nano=0), close=Quotation(units=16748, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 15, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16746, nano=0), high=Quotation(units=16746, nano=0), low=Quotation(units=16736, nano=0), close=Quotation(units=16736, nano=0), volume=7, time=datetime.datetime(2023, 9, 2, 13, 17, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16868, nano=0), high=Quotation(units=16868, nano=0), low=Quotation(units=16868, nano=0), close=Quotation(units=16868, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 20, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16870, nano=0), high=Quotation(units=16870, nano=0), low=Quotation(units=16870, nano=0), close=Quotation(units=16870, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 21, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16732, nano=0), high=Quotation(units=16732, nano=0), low=Quotation(units=16732, nano=0), close=Quotation(units=16732, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 22, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16728, nano=0), high=Quotation(units=16728, nano=0), low=Quotation(units=16728, nano=0), close=Quotation(units=16728, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 13, 23, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16864, nano=0), high=Quotation(units=16864, nano=0), low=Quotation(units=16864, nano=0), close=Quotation(units=16864, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 24, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16726, nano=0), high=Quotation(units=16726, nano=0), low=Quotation(units=16726, nano=0), close=Quotation(units=16726, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 25, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16866, nano=0), high=Quotation(units=16870, nano=0), low=Quotation(units=16866, nano=0), close=Quotation(units=16870, nano=0), volume=3, time=datetime.datetime(2023, 9, 2, 13, 26, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16876, nano=0), high=Quotation(units=16876, nano=0), low=Quotation(units=16876, nano=0), close=Quotation(units=16876, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 13, 28, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16736, nano=0), high=Quotation(units=16736, nano=0), low=Quotation(units=16736, nano=0), close=Quotation(units=16736, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 13, 30, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16720, nano=0), high=Quotation(units=16720, nano=0), low=Quotation(units=16720, nano=0), close=Quotation(units=16720, nano=0), volume=9, time=datetime.datetime(2023, 9, 2, 13, 32, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16698, nano=0), high=Quotation(units=16698, nano=0), low=Quotation(units=16698, nano=0), close=Quotation(units=16698, nano=0), volume=5, time=datetime.datetime(2023, 9, 2, 13, 34, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16690, nano=0), high=Quotation(units=16690, nano=0), low=Quotation(units=16690, nano=0), close=Quotation(units=16690, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 13, 35, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16828, nano=0), high=Quotation(units=16832, nano=0), low=Quotation(units=16828, nano=0), close=Quotation(units=16832, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 13, 40, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16836, nano=0), high=Quotation(units=16836, nano=0), low=Quotation(units=16698, nano=0), close=Quotation(units=16698, nano=0), volume=3, time=datetime.datetime(2023, 9, 2, 13, 49, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16834, nano=0), high=Quotation(units=16858, nano=0), low=Quotation(units=16834, nano=0), close=Quotation(units=16858, nano=0), volume=11, time=datetime.datetime(2023, 9, 2, 13, 57, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16720, nano=0), high=Quotation(units=16720, nano=0), low=Quotation(units=16720, nano=0), close=Quotation(units=16720, nano=0), volume=3, time=datetime.datetime(2023, 9, 2, 13, 58, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16856, nano=0), high=Quotation(units=16856, nano=0), low=Quotation(units=16856, nano=0), close=Quotation(units=16856, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 1, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16716, nano=0), high=Quotation(units=16716, nano=0), low=Quotation(units=16716, nano=0), close=Quotation(units=16716, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 4, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16858, nano=0), high=Quotation(units=16858, nano=0), low=Quotation(units=16858, nano=0), close=Quotation(units=16858, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 14, 5, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16864, nano=0), high=Quotation(units=16864, nano=0), low=Quotation(units=16864, nano=0), close=Quotation(units=16864, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 14, 6, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16724, nano=0), high=Quotation(units=16724, nano=0), low=Quotation(units=16724, nano=0), close=Quotation(units=16724, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 14, 10, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16862, nano=0), high=Quotation(units=16862, nano=0), low=Quotation(units=16862, nano=0), close=Quotation(units=16862, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 11, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16864, nano=0), high=Quotation(units=16864, nano=0), low=Quotation(units=16864, nano=0), close=Quotation(units=16864, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 19, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16726, nano=0), high=Quotation(units=16726, nano=0), low=Quotation(units=16726, nano=0), close=Quotation(units=16726, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 23, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16716, nano=0), high=Quotation(units=16716, nano=0), low=Quotation(units=16716, nano=0), close=Quotation(units=16716, nano=0), volume=6, time=datetime.datetime(2023, 9, 2, 14, 27, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16852, nano=0), high=Quotation(units=16852, nano=0), low=Quotation(units=16706, nano=0), close=Quotation(units=16706, nano=0), volume=15, time=datetime.datetime(2023, 9, 2, 14, 30, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16832, nano=0), high=Quotation(units=16832, nano=0), low=Quotation(units=16832, nano=0), close=Quotation(units=16832, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 32, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16840, nano=0), high=Quotation(units=16856, nano=0), low=Quotation(units=16840, nano=0), close=Quotation(units=16856, nano=0), volume=10, time=datetime.datetime(2023, 9, 2, 14, 34, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16864, nano=0), high=Quotation(units=16868, nano=0), low=Quotation(units=16864, nano=0), close=Quotation(units=16868, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 14, 35, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16722, nano=0), high=Quotation(units=16722, nano=0), low=Quotation(units=16722, nano=0), close=Quotation(units=16722, nano=0), volume=5, time=datetime.datetime(2023, 9, 2, 14, 38, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16858, nano=0), high=Quotation(units=16858, nano=0), low=Quotation(units=16858, nano=0), close=Quotation(units=16858, nano=0), volume=3, time=datetime.datetime(2023, 9, 2, 14, 39, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16710, nano=0), high=Quotation(units=16710, nano=0), low=Quotation(units=16710, nano=0), close=Quotation(units=16710, nano=0), volume=10, time=datetime.datetime(2023, 9, 2, 14, 47, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16840, nano=0), high=Quotation(units=16840, nano=0), low=Quotation(units=16840, nano=0), close=Quotation(units=16840, nano=0), volume=10, time=datetime.datetime(2023, 9, 2, 14, 48, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16856, nano=0), high=Quotation(units=16856, nano=0), low=Quotation(units=16856, nano=0), close=Quotation(units=16856, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 50, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16716, nano=0), high=Quotation(units=16716, nano=0), low=Quotation(units=16716, nano=0), close=Quotation(units=16716, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 51, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16714, nano=0), high=Quotation(units=16714, nano=0), low=Quotation(units=16714, nano=0), close=Quotation(units=16714, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 14, 55, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16854, nano=0), high=Quotation(units=16854, nano=0), low=Quotation(units=16854, nano=0), close=Quotation(units=16854, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 14, 56, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16858, nano=0), high=Quotation(units=16858, nano=0), low=Quotation(units=16858, nano=0), close=Quotation(units=16858, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 0, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16720, nano=0), high=Quotation(units=16720, nano=0), low=Quotation(units=16720, nano=0), close=Quotation(units=16720, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 1, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16716, nano=0), high=Quotation(units=16716, nano=0), low=Quotation(units=16716, nano=0), close=Quotation(units=16716, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 2, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16714, nano=0), high=Quotation(units=16714, nano=0), low=Quotation(units=16714, nano=0), close=Quotation(units=16714, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 7, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16854, nano=0), high=Quotation(units=16854, nano=0), low=Quotation(units=16854, nano=0), close=Quotation(units=16854, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 15, 8, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16858, nano=0), high=Quotation(units=16858, nano=0), low=Quotation(units=16858, nano=0), close=Quotation(units=16858, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 13, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16864, nano=0), high=Quotation(units=16864, nano=0), low=Quotation(units=16864, nano=0), close=Quotation(units=16864, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 15, 14, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16868, nano=0), high=Quotation(units=16868, nano=0), low=Quotation(units=16728, nano=0), close=Quotation(units=16728, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 15, 17, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16726, nano=0), high=Quotation(units=16726, nano=0), low=Quotation(units=16726, nano=0), close=Quotation(units=16726, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 41, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16722, nano=0), high=Quotation(units=16722, nano=0), low=Quotation(units=16722, nano=0), close=Quotation(units=16722, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 42, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16864, nano=0), high=Quotation(units=16864, nano=0), low=Quotation(units=16864, nano=0), close=Quotation(units=16864, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 15, 51, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16724, nano=0), high=Quotation(units=16724, nano=0), low=Quotation(units=16724, nano=0), close=Quotation(units=16724, nano=0), volume=2, time=datetime.datetime(2023, 9, 2, 15, 52, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16862, nano=0), high=Quotation(units=16862, nano=0), low=Quotation(units=16862, nano=0), close=Quotation(units=16862, nano=0), volume=1, time=datetime.datetime(2023, 9, 2, 15, 56, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16718, nano=0), high=Quotation(units=16718, nano=0), low=Quotation(units=16718, nano=0), close=Quotation(units=16718, nano=0), volume=4, time=datetime.datetime(2023, 9, 2, 15, 59, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16852, nano=0), high=Quotation(units=16852, nano=0), low=Quotation(units=16710, nano=0), close=Quotation(units=16710, nano=0), volume=2, time=datetime.datetime(2023, 9, 3, 7, 1, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16708, nano=0), high=Quotation(units=16708, nano=0), low=Quotation(units=16708, nano=0), close=Quotation(units=16708, nano=0), volume=3, time=datetime.datetime(2023, 9, 3, 7, 2, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16702, nano=0), high=Quotation(units=16840, nano=0), low=Quotation(units=16702, nano=0), close=Quotation(units=16840, nano=0), volume=2, time=datetime.datetime(2023, 9, 3, 7, 10, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16702, nano=0), high=Quotation(units=16702, nano=0), low=Quotation(units=16702, nano=0), close=Quotation(units=16702, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 11, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16688, nano=0), high=Quotation(units=16688, nano=0), low=Quotation(units=16688, nano=0), close=Quotation(units=16688, nano=0), volume=8, time=datetime.datetime(2023, 9, 3, 7, 12, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16818, nano=0), high=Quotation(units=16818, nano=0), low=Quotation(units=16818, nano=0), close=Quotation(units=16818, nano=0), volume=2, time=datetime.datetime(2023, 9, 3, 7, 14, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16824, nano=0), high=Quotation(units=16824, nano=0), low=Quotation(units=16686, nano=0), close=Quotation(units=16686, nano=0), volume=4, time=datetime.datetime(2023, 9, 3, 7, 15, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16822, nano=0), high=Quotation(units=16822, nano=0), low=Quotation(units=16822, nano=0), close=Quotation(units=16822, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 16, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16682, nano=0), high=Quotation(units=16682, nano=0), low=Quotation(units=16682, nano=0), close=Quotation(units=16682, nano=0), volume=2, time=datetime.datetime(2023, 9, 3, 7, 22, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16820, nano=0), high=Quotation(units=16820, nano=0), low=Quotation(units=16820, nano=0), close=Quotation(units=16820, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 23, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16824, nano=0), high=Quotation(units=16824, nano=0), low=Quotation(units=16824, nano=0), close=Quotation(units=16824, nano=0), volume=2, time=datetime.datetime(2023, 9, 3, 7, 29, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16830, nano=0), high=Quotation(units=16830, nano=0), low=Quotation(units=16830, nano=0), close=Quotation(units=16830, nano=0), volume=2, time=datetime.datetime(2023, 9, 3, 7, 32, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16834, nano=0), high=Quotation(units=16834, nano=0), low=Quotation(units=16834, nano=0), close=Quotation(units=16834, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 35, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16696, nano=0), high=Quotation(units=16842, nano=0), low=Quotation(units=16696, nano=0), close=Quotation(units=16842, nano=0), volume=7, time=datetime.datetime(2023, 9, 3, 7, 38, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16710, nano=0), high=Quotation(units=16710, nano=0), low=Quotation(units=16710, nano=0), close=Quotation(units=16710, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 39, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16850, nano=0), high=Quotation(units=16850, nano=0), low=Quotation(units=16850, nano=0), close=Quotation(units=16850, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 41, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16852, nano=0), high=Quotation(units=16852, nano=0), low=Quotation(units=16852, nano=0), close=Quotation(units=16852, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 42, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16714, nano=0), high=Quotation(units=16714, nano=0), low=Quotation(units=16714, nano=0), close=Quotation(units=16714, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 43, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16852, nano=0), high=Quotation(units=16852, nano=0), low=Quotation(units=16852, nano=0), close=Quotation(units=16852, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 47, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16714, nano=0), high=Quotation(units=16714, nano=0), low=Quotation(units=16714, nano=0), close=Quotation(units=16714, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 51, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16710, nano=0), high=Quotation(units=16710, nano=0), low=Quotation(units=16710, nano=0), close=Quotation(units=16710, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 54, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16850, nano=0), high=Quotation(units=16850, nano=0), low=Quotation(units=16850, nano=0), close=Quotation(units=16850, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 7, 57, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16852, nano=0), high=Quotation(units=16852, nano=0), low=Quotation(units=16852, nano=0), close=Quotation(units=16852, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 8, 0, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16714, nano=0), high=Quotation(units=16714, nano=0), low=Quotation(units=16714, nano=0), close=Quotation(units=16714, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 8, 7, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16710, nano=0), high=Quotation(units=16710, nano=0), low=Quotation(units=16710, nano=0), close=Quotation(units=16710, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 8, 17, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16708, nano=0), high=Quotation(units=16708, nano=0), low=Quotation(units=16708, nano=0), close=Quotation(units=16708, nano=0), volume=1, time=datetime.datetime(2023, 9, 3, 8, 24, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16698, nano=0), high=Quotation(units=16698, nano=0), low=Quotation(units=16698, nano=0), close=Quotation(units=16698, nano=0), volume=5, time=datetime.datetime(2023, 9, 3, 8, 31, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=16838, nano=0), high=Quotation(units=16838, nano=0), low=Quotation(units=16838, nano=0), close=Quotation(units=16838, nano=0), volume=5, time=datetime.datetime(2023, 9, 3, 8, 39, tzinfo=datetime.timezone.utc), is_complete=True)
