HistoricCandle(open=Quotation(units=19426, nano=0), high=Quotation(units=19486, nano=0), low=Quotation(units=19426, nano=0), close=Quotation(units=19486, nano=0), volume=11, time=datetime.datetime(2023, 9, 4, 7, 0, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19438, nano=0), high=Quotation(units=19438, nano=0), low=Quotation(units=19420, nano=0), close=Quotation(units=19420, nano=0), volume=9, time=datetime.datetime(2023, 9, 4, 7, 37, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19412, nano=0), high=Quotation(units=19412, nano=0), low=Quotation(units=19412, nano=0), close=Quotation(units=19412, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 7, 38, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19410, nano=0), high=Quotation(units=19410, nano=0), low=Quotation(units=19370, nano=0), close=Quotation(units=19382, nano=0), volume=31, time=datetime.datetime(2023, 9, 4, 7, 40, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19380, nano=0), high=Quotation(units=19380, nano=0), low=Quotation(units=19380, nano=0), close=Quotation(units=19380, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 7, 41, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19380, nano=0), high=Quotation(units=19384, nano=0), low=Quotation(units=19380, nano=0), close=Quotation(units=19384, nano=0), volume=21, time=datetime.datetime(2023, 9, 4, 7, 42, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19414, nano=0), high=Quotation(units=19414, nano=0), low=Quotation(units=19384, nano=0), close=Quotation(units=19384, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 7, 43, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19418, nano=0), high=Quotation(units=19424, nano=0), low=Quotation(units=19418, nano=0), close=Quotation(units=19424, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 7, 45, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19392, nano=0), high=Quotation(units=19392, nano=0), low=Quotation(units=19392, nano=0), close=Quotation(units=19392, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 7, 46, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19428, nano=0), high=Quotation(units=19428, nano=0), low=Quotation(units=19390, nano=0), close=Quotation(units=19390, nano=0), volume=5, time=datetime.datetime(2023, 9, 4, 7, 50, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19384, nano=0), close=Quotation(units=19384, nano=0), volume=7, time=datetime.datetime(2023, 9, 4, 7, 52, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19380, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19366, nano=0), close=Quotation(units=19366, nano=0), volume=17, time=datetime.datetime(2023, 9, 4, 7, 53, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19400, nano=0), high=Quotation(units=19446, nano=0), low=Quotation(units=19400, nano=0), close=Quotation(units=19446, nano=0), volume=25, time=datetime.datetime(2023, 9, 4, 7, 54, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19386, nano=0), high=Quotation(units=19450, nano=0), low=Quotation(units=19386, nano=0), close=Quotation(units=19450, nano=0), volume=6, time=datetime.datetime(2023, 9, 4, 7, 55, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19398, nano=0), high=Quotation(units=19426, nano=0), low=Quotation(units=19340, nano=0), close=Quotation(units=19426, nano=0), volume=46, time=datetime.datetime(2023, 9, 4, 7, 58, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19368, nano=0), high=Quotation(units=19368, nano=0), low=Quotation(units=19368, nano=0), close=Quotation(units=19368, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 7, 59, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19364, nano=0), high=Quotation(units=19364, nano=0), low=Quotation(units=19362, nano=0), close=Quotation(units=19362, nano=0), volume=5, time=datetime.datetime(2023, 9, 4, 8, 1, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19402, nano=0), high=Quotation(units=19402, nano=0), low=Quotation(units=19402, nano=0), close=Quotation(units=19402, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 2, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19410, nano=0), high=Quotation(units=19410, nano=0), low=Quotation(units=19366, nano=0), close=Quotation(units=19366, nano=0), volume=5, time=datetime.datetime(2023, 9, 4, 8, 3, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19400, nano=0), high=Quotation(units=19400, nano=0), low=Quotation(units=19400, nano=0), close=Quotation(units=19400, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 4, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19400, nano=0), high=Quotation(units=19400, nano=0), low=Quotation(units=19400, nano=0), close=Quotation(units=19400, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 8, 8, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19400, nano=0), high=Quotation(units=19400, nano=0), low=Quotation(units=19400, nano=0), close=Quotation(units=19400, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 9, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19368, nano=0), high=Quotation(units=19368, nano=0), low=Quotation(units=19368, nano=0), close=Quotation(units=19368, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 10, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19368, nano=0), high=Quotation(units=19368, nano=0), low=Quotation(units=19368, nano=0), close=Quotation(units=19368, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 11, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19404, nano=0), high=Quotation(units=19410, nano=0), low=Quotation(units=19404, nano=0), close=Quotation(units=19410, nano=0), volume=15, time=datetime.datetime(2023, 9, 4, 8, 12, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19412, nano=0), high=Quotation(units=19412, nano=0), low=Quotation(units=19410, nano=0), close=Quotation(units=19410, nano=0), volume=36, time=datetime.datetime(2023, 9, 4, 8, 16, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19402, nano=0), high=Quotation(units=19402, nano=0), low=Quotation(units=19402, nano=0), close=Quotation(units=19402, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 17, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19406, nano=0), high=Quotation(units=19406, nano=0), low=Quotation(units=19406, nano=0), close=Quotation(units=19406, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 19, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19400, nano=0), high=Quotation(units=19400, nano=0), low=Quotation(units=19384, nano=0), close=Quotation(units=19384, nano=0), volume=8, time=datetime.datetime(2023, 9, 4, 8, 20, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19376, nano=0), high=Quotation(units=19376, nano=0), low=Quotation(units=19368, nano=0), close=Quotation(units=19368, nano=0), volume=10, time=datetime.datetime(2023, 9, 4, 8, 22, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19370, nano=0), high=Quotation(units=19370, nano=0), low=Quotation(units=19370, nano=0), close=Quotation(units=19370, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 26, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19398, nano=0), high=Quotation(units=19398, nano=0), low=Quotation(units=19398, nano=0), close=Quotation(units=19398, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 28, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19398, nano=0), high=Quotation(units=19398, nano=0), low=Quotation(units=19398, nano=0), close=Quotation(units=19398, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 31, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19384, nano=0), high=Quotation(units=19384, nano=0), low=Quotation(units=19382, nano=0), close=Quotation(units=19382, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 8, 34, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19380, nano=0), high=Quotation(units=19380, nano=0), low=Quotation(units=19370, nano=0), close=Quotation(units=19370, nano=0), volume=11, time=datetime.datetime(2023, 9, 4, 8, 35, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19382, nano=0), high=Quotation(units=19382, nano=0), low=Quotation(units=19382, nano=0), close=Quotation(units=19382, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 36, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19384, nano=0), high=Quotation(units=19384, nano=0), low=Quotation(units=19382, nano=0), close=Quotation(units=19382, nano=0), volume=7, time=datetime.datetime(2023, 9, 4, 8, 40, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19398, nano=0), high=Quotation(units=19398, nano=0), low=Quotation(units=19398, nano=0), close=Quotation(units=19398, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 44, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19394, nano=0), high=Quotation(units=19394, nano=0), low=Quotation(units=19394, nano=0), close=Quotation(units=19394, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 48, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19372, nano=0), high=Quotation(units=19372, nano=0), low=Quotation(units=19372, nano=0), close=Quotation(units=19372, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 8, 49, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19376, nano=0), high=Quotation(units=19376, nano=0), low=Quotation(units=19376, nano=0), close=Quotation(units=19376, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 8, 57, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19374, nano=0), high=Quotation(units=19374, nano=0), low=Quotation(units=19370, nano=0), close=Quotation(units=19370, nano=0), volume=6, time=datetime.datetime(2023, 9, 4, 8, 58, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19386, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19386, nano=0), close=Quotation(units=19388, nano=0), volume=5, time=datetime.datetime(2023, 9, 4, 9, 0, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19386, nano=0), high=Quotation(units=19386, nano=0), low=Quotation(units=19386, nano=0), close=Quotation(units=19386, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 1, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19386, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19386, nano=0), close=Quotation(units=19388, nano=0), volume=3, time=datetime.datetime(2023, 9, 4, 9, 2, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19374, nano=0), high=Quotation(units=19374, nano=0), low=Quotation(units=19372, nano=0), close=Quotation(units=19374, nano=0), volume=6, time=datetime.datetime(2023, 9, 4, 9, 4, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19386, nano=0), high=Quotation(units=19386, nano=0), low=Quotation(units=19386, nano=0), close=Quotation(units=19386, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 5, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19384, nano=0), high=Quotation(units=19384, nano=0), low=Quotation(units=19384, nano=0), close=Quotation(units=19384, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 8, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19394, nano=0), low=Quotation(units=19388, nano=0), close=Quotation(units=19394, nano=0), volume=7, time=datetime.datetime(2023, 9, 4, 9, 9, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19392, nano=0), high=Quotation(units=19392, nano=0), low=Quotation(units=19392, nano=0), close=Quotation(units=19392, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 10, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19396, nano=0), high=Quotation(units=19398, nano=0), low=Quotation(units=19396, nano=0), close=Quotation(units=19398, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 9, 13, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19398, nano=0), high=Quotation(units=19440, nano=0), low=Quotation(units=19398, nano=0), close=Quotation(units=19440, nano=0), volume=29, time=datetime.datetime(2023, 9, 4, 9, 14, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19400, nano=0), high=Quotation(units=19400, nano=0), low=Quotation(units=19400, nano=0), close=Quotation(units=19400, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 17, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19430, nano=0), high=Quotation(units=19430, nano=0), low=Quotation(units=19430, nano=0), close=Quotation(units=19430, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 28, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19436, nano=0), high=Quotation(units=19436, nano=0), low=Quotation(units=19436, nano=0), close=Quotation(units=19436, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 31, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19412, nano=0), high=Quotation(units=19412, nano=0), low=Quotation(units=19412, nano=0), close=Quotation(units=19412, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 39, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19434, nano=0), high=Quotation(units=19434, nano=0), low=Quotation(units=19434, nano=0), close=Quotation(units=19434, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 43, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19404, nano=0), high=Quotation(units=19404, nano=0), low=Quotation(units=19372, nano=0), close=Quotation(units=19372, nano=0), volume=29, time=datetime.datetime(2023, 9, 4, 9, 47, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19374, nano=0), high=Quotation(units=19374, nano=0), low=Quotation(units=19374, nano=0), close=Quotation(units=19374, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 55, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19374, nano=0), high=Quotation(units=19374, nano=0), low=Quotation(units=19374, nano=0), close=Quotation(units=19374, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 57, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19390, nano=0), high=Quotation(units=19390, nano=0), low=Quotation(units=19390, nano=0), close=Quotation(units=19390, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 9, 59, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19376, nano=0), high=Quotation(units=19376, nano=0), low=Quotation(units=19376, nano=0), close=Quotation(units=19376, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 10, 0, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19380, nano=0), high=Quotation(units=19380, nano=0), low=Quotation(units=19380, nano=0), close=Quotation(units=19380, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 10, 3, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19376, nano=0), high=Quotation(units=19376, nano=0), low=Quotation(units=19376, nano=0), close=Quotation(units=19376, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 10, 4, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19378, nano=0), high=Quotation(units=19378, nano=0), low=Quotation(units=19376, nano=0), close=Quotation(units=19376, nano=0), volume=4, time=datetime.datetime(2023, 9, 4, 10, 6, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19378, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19378, nano=0), close=Quotation(units=19388, nano=0), volume=3, time=datetime.datetime(2023, 9, 4, 10, 9, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19390, nano=0), low=Quotation(units=19388, nano=0), close=Quotation(units=19390, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 10, 13, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19388, nano=0), close=Quotation(units=19388, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 10, 15, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19388, nano=0), close=Quotation(units=19388, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 10, 18, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19386, nano=0), high=Quotation(units=19386, nano=0), low=Quotation(units=19372, nano=0), close=Quotation(units=19372, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 10, 20, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19388, nano=0), close=Quotation(units=19388, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 10, 21, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19388, nano=0), low=Quotation(units=19388, nano=0), close=Quotation(units=19388, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 10, 23, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19388, nano=0), high=Quotation(units=19390, nano=0), low=Quotation(units=19388, nano=0), close=Quotation(units=19390, nano=0), volume=3, time=datetime.datetime(2023, 9, 4, 10, 26, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19376, nano=0), high=Quotation(units=19376, nano=0), low=Quotation(units=19376, nano=0), close=Quotation(units=19376, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 10, 29, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19390, nano=0), high=Quotation(units=19390, nano=0), low=Quotation(units=19390, nano=0), close=Quotation(units=19390, nano=0), volume=5, time=datetime.datetime(2023, 9, 4, 10, 33, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19390, nano=0), high=Quotation(units=19390, nano=0), low=Quotation(units=19390, nano=0), close=Quotation(units=19390, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 10, 37, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19390, nano=0), high=Quotation(units=19402, nano=0), low=Quotation(units=19390, nano=0), close=Quotation(units=19402, nano=0), volume=2, time=datetime.datetime(2023, 9, 4, 10, 39, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=19402, nano=0), high=Quotation(units=19402, nano=0), low=Quotation(units=19402, nano=0), close=Quotation(units=19402, nano=0), volume=1, time=datetime.datetime(2023, 9, 4, 10, 41, tzinfo=datetime.timezone.utc), is_complete=True)
